preperation_level,study_hours,sleep_hours,revision_frequency,exam_stress_level,performance_scores
1,13,5,5,4,79.60015334312638
1,2,9,6,3,60.34319280357294
3,5,14,5,5,84.73871212359711
1,1,18,5,5,63.9994910213306
2,24,6,3,2,64.51730572976595
3,23,10,4,5,91.9531000783359
2,22,16,6,1,100.0
1,16,3,4,3,77.42880865482829
3,9,6,2,5,63.78477008607041
1,20,22,1,2,83.74018857677423
1,23,22,7,2,88.65550298490186
1,2,19,3,5,53.92598501606043
3,6,13,6,3,91.71211717333388
3,24,24,3,4,67.05214438146946
1,13,12,1,1,90.43618839618283
3,18,6,2,2,93.08637633251547
2,17,9,6,5,100.0
1,4,21,3,3,63.091694238274584
3,21,6,7,3,95.02708200367614
2,12,12,6,1,100.0
1,21,9,7,1,97.3044458119307
1,23,14,6,1,96.45601296689212
2,14,24,7,5,94.8112632196991
1,14,21,2,5,92.59400500347071
2,7,16,7,5,89.83282376745763
1,24,16,3,5,80.60366998665319
3,8,24,7,5,81.99177153551155
1,1,3,6,5,40.11290476023233
1,24,18,5,4,81.55896919265024
2,8,22,6,2,83.1803133328053
2,1,14,5,5,69.26640461490891
2,18,18,1,3,100.0
2,12,19,1,4,91.22188790782249
2,8,13,5,4,89.5357474606006
3,7,2,3,1,53.48410550350329
3,14,12,6,4,100.0
3,17,13,3,2,100.0
2,17,15,4,2,100.0
1,23,17,4,2,94.58339902603983
1,4,19,1,4,60.44520405092614
2,19,18,1,3,97.83638959482988
3,7,22,5,4,84.06426420205344
3,1,24,2,5,40.12650493624032
3,24,21,7,3,100.0
1,13,11,5,4,99.5248036536992
2,12,17,3,1,100.0
3,19,20,4,4,100.0
1,24,3,5,2,62.410075402569845
2,17,1,5,4,87.59808960370059
1,11,10,4,1,85.8598351222956
1,5,23,5,5,58.16826202392345
2,19,4,2,1,73.2534111523784
1,9,14,6,5,92.77249546972722
3,19,2,3,5,76.86483290309023
3,21,7,5,1,99.76578472852277
1,15,4,6,5,83.10831463472
3,22,7,6,2,98.2152647389397
3,5,18,3,1,77.66464236893655
1,7,3,5,1,47.177720610354896
2,11,20,3,4,91.29398719893074
2,22,1,7,1,75.77599900760822
3,13,22,3,3,96.37133256442738
1,8,11,7,2,90.23247570630843
3,6,3,4,5,53.101460142650645
1,17,15,5,4,100.0
2,24,3,1,3,43.31587188494861
1,7,15,5,2,86.57352781859868
1,23,16,1,3,82.40779336301358
2,20,19,5,2,100.0
2,24,2,6,1,59.903706341926
1,3,3,4,4,33.33228665471101
1,6,9,1,2,53.544093838113206
1,19,10,4,2,95.3740183244421
3,8,13,6,3,95.68905254713114
2,8,21,3,1,84.12432674250574
1,22,5,3,2,70.84032495639305
3,6,12,5,2,87.15339847375965
3,12,15,5,4,100.0
3,15,24,6,3,97.10056538812336
1,24,2,6,3,59.186341500388615
1,1,21,1,3,39.50368682998607
3,11,3,5,5,74.37694330120569
2,2,24,2,3,36.09646091550493
1,14,10,5,4,91.73942319414216
2,1,6,1,5,32.34309231592473
2,7,2,2,4,44.65096373168699
2,10,13,1,5,85.12207678264487
2,13,20,5,2,100.0
1,24,19,4,3,86.55739892964426
2,18,20,4,4,100.0
1,7,19,3,4,76.77891636391576
3,9,1,5,2,66.38274176790479
1,13,20,5,2,99.52797345263251
3,14,19,2,2,100.0
2,21,20,2,1,95.94092516151413
3,17,1,1,2,67.61500470567066
3,14,16,5,2,100.0
2,17,4,6,1,92.08323245323798
1,17,11,2,2,95.07560890917759
2,6,22,5,4,75.22552793137835
2,6,20,4,5,78.48035594863885
1,7,11,1,3,70.27295206047283
2,4,12,6,3,77.41674130887748
2,4,14,1,5,60.98630673244861
1,17,10,2,2,93.26459861178073
2,8,6,1,2,54.481048299959056
1,12,13,6,1,100.0
3,7,16,1,4,74.4325537657985
2,15,7,6,4,94.64775509986417
1,2,5,3,3,35.218480209125566
2,1,3,4,2,33.97917871517294
2,1,21,3,1,55.18459080247696
3,9,1,1,5,46.62584404143527
3,17,4,1,3,74.05411991593486
2,22,20,1,4,90.9964540998328
3,18,7,3,5,93.59486606437366
3,2,17,2,1,68.11953697119996
2,16,23,5,2,100.0
1,21,21,7,5,100.0
2,2,9,1,4,36.90766672762902
3,2,10,1,5,49.78596569207651
3,6,18,6,5,89.877230138159
3,3,18,5,3,76.07150396343731
2,20,9,3,2,92.96304257411026
3,9,1,6,5,65.40833130902861
2,9,11,3,3,80.72822453076265
2,11,23,2,2,74.12194664458517
1,22,19,4,1,100.0
2,2,12,5,4,68.70996479471121
1,22,10,4,4,83.11370554711992
2,13,8,2,5,85.81440145474956
3,18,1,1,2,70.34155078394274
3,17,7,4,2,98.31640982716824
1,12,6,5,2,81.36122402250763
1,5,19,4,1,69.93302057323592
2,23,15,1,4,87.02646061035747
2,16,10,5,3,100.0
2,2,15,4,2,66.4096340936861
2,15,12,5,3,100.0
1,11,9,4,1,80.48518030697205
1,8,24,1,5,47.722718259207255
3,17,7,5,2,100.0
2,10,21,1,3,78.1927393764955
1,19,22,3,2,91.94216260434376
2,5,2,7,1,53.417822646273486
2,19,11,4,5,100.0
1,19,11,7,2,100.0
1,16,21,3,3,98.5939588730419
2,6,11,1,1,61.88521761218394
3,21,22,6,5,100.0
2,3,4,3,5,38.47190343688064
2,17,20,4,5,100.0
3,23,20,7,4,100.0
1,22,22,4,3,91.34865454851551
3,16,18,4,5,100.0
1,10,23,5,3,80.52986083193703
2,15,24,4,5,87.74066117527809
3,12,22,4,2,93.79093019788816
1,6,19,4,3,72.95612928367319
2,15,19,3,4,100.0
3,24,5,1,5,56.25029807910261
1,13,21,2,2,90.64101389086343
2,13,1,3,5,66.58837492195151
2,5,17,6,1,84.12720268726017
3,10,5,7,2,88.44036459874305
3,19,14,3,3,100.0
1,23,23,7,5,88.57616531808094
1,16,13,7,4,100.0
1,2,5,1,2,23.729783932724906
1,18,17,2,4,100.0
2,23,11,6,1,96.05687959289912
1,11,8,6,1,90.01407592795697
2,5,13,5,3,84.65782521123458
1,6,20,7,3,82.11094251615908
1,21,22,1,3,79.25628485725589
1,10,8,1,4,67.96132406001686
3,6,10,1,2,65.8742150060316
2,11,16,7,1,100.0
1,7,3,7,5,60.548207090151465
1,15,24,5,2,83.67939600497681
1,7,1,6,2,58.06782360044262
3,6,23,6,2,70.54886166932202
3,15,14,3,1,100.0
1,9,18,3,3,80.48525279572671
2,11,4,1,1,66.24398845357793
2,11,16,5,3,100.0
1,4,13,7,2,84.67874957422549
2,23,2,2,5,56.50908296697828
1,11,11,1,1,76.04267987739941
2,19,19,5,1,100.0
3,20,22,1,2,93.80289439320437
1,10,14,3,3,90.7961457873379
2,22,3,2,2,65.74510275369673
2,11,5,5,2,84.8129621090633
2,16,2,7,5,89.83561606063866
1,24,21,6,2,92.65698911404444
1,10,2,7,5,66.71314793439772
2,16,8,5,4,96.55268278633527
2,17,3,3,4,78.50270086456896
1,3,8,7,3,63.09842845413105
1,14,21,3,3,91.31382138843304
1,12,10,2,2,79.68478285829131
2,13,22,6,2,100.0
3,15,6,6,3,99.08027615734414
1,23,11,6,3,92.72221985122727
1,1,1,5,2,24.015786164977403
2,19,1,6,4,85.01654527908345
2,5,12,4,4,66.52702031716345
2,19,3,4,4,74.5119772203256
3,17,4,1,5,81.03526473474307
3,6,11,3,1,79.64251475535717
1,15,2,1,4,62.370634775348236
1,22,9,4,3,84.41073058558824
2,19,24,7,5,100.0
1,7,23,7,1,76.12216204978107
2,19,17,2,5,100.0
1,5,8,4,4,51.79372063172868
3,23,11,2,3,85.89415242952253
3,12,13,2,5,96.87977355444653
2,8,18,6,2,98.77769621715153
2,17,20,5,3,100.0
3,11,21,1,2,84.13754987936323
2,13,11,5,4,100.0
1,2,7,2,4,39.56770282426882
3,24,16,6,4,100.0
1,10,20,6,5,87.19575055795194
3,13,17,5,1,100.0
1,24,2,4,4,53.054177670447714
2,7,11,4,2,76.84704417783114
1,10,23,7,1,82.03371108272239
3,19,16,3,5,100.0
2,15,13,7,3,100.0
3,23,14,4,2,100.0
1,13,16,1,2,94.88107622597903
2,10,12,5,3,97.20809560087625
3,2,3,6,4,45.73144427869649
1,22,16,1,1,91.61902269614505
3,20,10,5,2,100.0
3,14,22,5,1,100.0
1,1,8,1,4,36.387341822293095
3,4,19,4,1,75.33135560442939
2,1,5,2,4,32.480130593033316
2,4,22,5,3,65.43630845214217
2,17,14,1,3,100.0
3,4,10,5,2,77.79254371807329
1,18,19,4,4,100.0
2,7,16,1,2,76.84986448998414
2,23,4,6,3,72.92124213859717
3,7,13,3,2,78.65995387328614
3,23,11,1,2,91.10357080532825
3,6,7,4,1,61.517008875086695
2,10,15,6,4,100.0
2,21,7,3,4,79.91073259608183
1,16,6,3,5,78.94300138887802
2,1,1,7,2,45.52275449668297
1,7,8,4,2,64.84601007377405
1,18,23,1,1,79.45582386556991
1,20,22,7,4,100.0
2,5,13,5,1,78.6421998811129
1,8,24,7,4,68.11082101703089
2,11,23,4,4,79.76324846199346
1,6,15,3,1,66.65869687721283
3,12,21,7,1,100.0
3,10,21,5,1,93.36168246642339
3,13,24,1,4,79.55522073538684
3,18,23,1,3,87.24256625484175
3,13,20,4,2,100.0
2,1,12,7,1,73.49153464100141
1,23,19,1,2,83.09235626831564
1,14,2,2,3,61.75222337969279
1,1,11,5,1,59.276312846344204
1,19,11,4,1,99.52550583470365
3,10,10,1,5,80.91498211402168
2,2,1,6,2,38.20700783014232
1,17,3,7,4,87.78519996999611
1,5,20,2,1,64.7696155799784
2,13,9,1,3,78.38980022502476
2,13,12,2,4,89.97707539405614
1,11,8,4,2,79.73761617102538
3,13,16,1,4,100.0
1,14,22,5,3,100.0
3,10,16,5,4,100.0
2,24,19,3,1,83.02825528511697
1,16,10,3,3,94.93125532208767
3,24,5,2,3,61.304513441875116
1,17,6,1,5,74.7735540399391
1,2,17,7,4,71.52660218400571
1,23,17,1,2,84.32548989978811
3,13,18,6,3,100.0
2,17,4,1,2,73.6747244362522
1,9,22,1,4,69.1374044609278
2,20,21,3,5,96.00416989852579
1,15,1,5,2,72.86025284264662
3,9,22,6,2,94.0667672636503
3,24,24,2,2,62.65221860269222
3,4,8,2,5,58.28889867154064
1,24,12,4,3,74.3742011701586
2,2,7,2,2,46.20250530052053
2,13,13,5,1,100.0
2,17,10,1,5,95.5462449937892
2,24,24,3,3,63.76163075981245
2,9,8,4,3,83.81250817766347
2,8,6,2,4,58.82873333200489
3,17,5,5,4,96.32897614992636
2,9,24,4,3,69.25778535480805
1,16,6,2,3,72.47299683558235
2,9,24,1,5,56.84866297094461
2,22,20,5,5,100.0
1,1,13,2,2,52.75936232807774
3,21,9,1,2,87.69558775795971
2,9,20,1,4,72.10577546943927
2,24,6,6,5,74.34653215238278
1,15,7,3,5,86.42845114582295
2,12,11,6,2,100.0
2,19,6,7,4,94.48620997087215
3,6,6,4,2,60.39633137055053
2,6,13,4,4,79.1775843965716
1,22,22,4,2,90.53339968829086
1,20,7,6,2,87.63754794392125
3,11,11,7,5,100.0
3,13,11,2,3,98.60412583219738
3,18,18,4,5,100.0
3,14,18,2,4,100.0
2,23,4,7,3,79.79153753840053
3,3,5,4,5,51.97425496503128
2,2,21,1,3,52.09034002057567
1,23,8,5,5,74.26013966888002
1,16,20,4,3,100.0
1,23,1,4,4,53.670868193535306
1,14,7,6,4,93.49107387384639
3,9,22,4,3,86.2550426081118
3,24,9,3,1,80.11979172791965
1,14,12,4,3,96.11189123462668
3,5,12,5,4,78.26367448085179
3,2,3,1,4,36.94863664015735
1,22,14,1,1,88.54803109394929
3,13,11,7,5,100.0
1,8,24,3,5,53.36577377970856
1,13,14,4,5,93.91162506610179
3,13,12,4,3,100.0
1,6,16,3,1,71.69766723064356
1,11,3,6,3,67.4946364345582
2,24,19,3,2,87.1245332825391
2,23,17,4,1,90.49016336179652
2,16,13,3,2,100.0
2,3,8,1,2,45.16993811585848
3,18,12,6,2,100.0
1,3,21,3,3,51.29137187000548
2,22,19,7,5,100.0
1,15,4,2,2,69.59567813354643
2,15,13,3,2,100.0
1,3,8,7,2,61.27002456600494
1,12,14,7,1,100.0
2,24,19,7,2,100.0
1,20,18,5,1,100.0
2,7,13,1,3,68.20933538644486
2,13,13,6,4,100.0
2,9,7,5,3,73.57306565610719
3,8,16,7,4,100.0
1,15,6,1,4,72.80272017533478
3,15,20,7,1,100.0
3,15,14,7,5,100.0
2,20,24,1,5,69.2708358735891
2,11,15,4,3,100.0
3,8,11,6,1,99.18674477452988
1,1,10,4,5,56.78228192906324
2,15,20,5,5,100.0
2,5,17,6,4,86.74993709884524
2,3,21,5,4,65.99130109698595
2,16,19,7,2,100.0
2,23,10,2,5,83.05992616472582
1,24,11,4,3,79.18576406792404
2,14,14,4,1,100.0
1,3,6,7,2,57.88914889057188
2,17,21,3,2,100.0
3,6,24,6,1,67.86664708478864
1,22,24,3,3,70.37754268318068
1,6,9,3,5,61.408160249850155
3,16,17,2,2,100.0
2,11,22,5,5,91.807659931759
1,23,6,5,2,66.5771676055415
3,10,2,3,1,68.15504934107878
2,1,17,7,4,78.13393383418166
2,15,5,1,3,76.54846099868966
2,18,9,3,1,100.0
2,14,10,4,2,100.0
2,8,24,2,5,63.00716819797295
1,24,21,6,5,86.21510275817353
2,16,22,5,3,100.0
1,22,24,1,3,62.208523829003056
1,8,7,3,5,58.46470535862795
3,8,14,4,3,88.23152584821793
3,12,6,6,4,96.82436967013042
2,1,9,1,2,45.327152848984845
3,6,5,5,5,63.16476219310193
1,14,22,7,4,100.0
1,11,5,3,1,67.19231867618073
1,3,10,3,4,54.4902118029835
3,18,17,5,3,100.0
1,18,14,5,5,100.0
1,9,2,5,1,58.173688897422
2,15,14,4,5,100.0
3,19,10,3,4,100.0
1,10,3,5,2,61.77577227104324
3,12,7,2,1,73.99759226324754
3,5,8,6,1,79.37450782069602
3,4,11,5,5,77.13620259464416
2,2,20,1,2,49.725015632992964
2,23,1,3,2,56.984966512561265
3,20,8,4,3,100.0
2,6,16,4,1,81.55696962185623
3,17,20,1,3,99.46338913903047
2,15,4,5,4,84.06319092512253
1,10,23,7,2,84.92037149042872
3,20,4,6,4,92.26700462882896
3,19,4,3,1,82.03911685296715
3,19,23,3,4,97.15491382066884
1,15,24,4,2,88.8079414079226
2,23,17,6,1,100.0
3,22,7,5,3,94.56698566907575
2,10,7,5,3,79.27608628148066
3,8,4,6,2,69.53776748646875
3,14,3,1,5,72.49239312875883
3,13,12,3,3,100.0
3,24,11,5,2,92.18518717148531
1,18,16,3,4,100.0
3,9,14,5,3,95.84507708749615
1,20,4,5,3,81.09174479086751
1,19,7,6,1,96.66988744257876
2,21,12,6,5,100.0
1,12,12,7,3,100.0
1,6,8,2,3,53.721459240576195
2,18,24,6,1,96.90456587514304
3,16,2,4,4,79.33021947770193
1,19,14,5,2,100.0
2,15,22,6,5,100.0
1,1,9,4,1,49.97208334862443
2,6,9,3,3,67.54247413546327
1,13,13,3,3,99.30389985418999
3,16,15,1,4,100.0
3,19,2,1,5,72.87463616252565
1,16,4,1,1,69.01463635303243
2,13,14,7,2,100.0
1,21,14,5,2,100.0
2,18,10,3,2,100.0
2,22,17,6,1,100.0
3,10,14,3,4,99.50168348070449
2,12,20,4,4,98.14584078119601
3,24,4,2,3,56.97039925631859
2,20,11,4,3,100.0
2,16,10,1,4,91.07821375307796
1,13,5,3,1,78.78054598428997
1,24,20,1,3,70.58644245128202
1,16,10,2,3,100.0
3,3,3,7,4,58.439327883622504
1,1,2,5,4,32.85129412849578
1,20,22,2,1,85.78423564066506
3,12,12,1,5,89.16282581950524
2,1,21,2,4,50.353955559583184
2,19,3,7,2,84.67776669430161
2,4,8,3,3,54.1411077246959
3,11,8,7,3,94.50678576898328
1,5,20,5,5,73.79032066094003
2,10,6,3,5,67.96705111413186
1,19,11,4,1,100.0
2,13,22,2,5,86.36806083243945
3,2,21,5,1,69.29261975900755
1,23,4,6,1,73.36550154440877
3,20,4,1,5,70.9025488466144
3,24,24,1,4,63.98702625692157
2,1,12,4,4,68.02892350283139
1,3,18,7,1,74.14511331371286
1,1,20,6,2,66.8096587244412
3,22,3,6,5,82.30932316297937
3,22,10,4,4,94.61867035321528
2,8,16,6,3,98.18796864121857
2,6,19,6,5,83.08062388208745
1,4,19,6,2,80.97772878258081
3,18,9,3,3,96.16489922763012
3,2,18,3,4,72.48389643433131
1,2,15,6,4,70.13522710760894
2,14,12,2,2,96.83970759985556
3,9,23,1,3,72.553242097839
2,20,3,3,1,75.92786289897839
1,24,23,1,5,57.97311381779677
3,15,23,2,3,94.75709910447983
2,24,13,6,1,93.38849118385832
3,7,13,2,1,85.857023604312
1,2,9,5,4,48.89047037509931
2,24,24,2,3,54.52344405319425
1,8,22,6,1,78.63046028965915
2,22,7,6,3,95.6989061894688
2,9,18,7,1,100.0
1,11,18,6,5,100.0
1,4,4,7,4,49.89107503965787
2,5,11,5,3,74.37462616820513
1,11,23,5,5,76.73373494785316
2,2,15,6,3,79.79654280532407
1,13,12,7,4,100.0
3,18,9,1,1,94.55405456747336
1,16,14,1,3,93.081735086728
2,9,12,3,4,85.74289481548814
2,2,24,1,1,35.96494830471636
2,17,16,5,3,100.0
1,9,9,2,1,64.31290522092856
1,2,22,3,2,52.96710645701419
2,20,17,3,3,100.0
3,8,20,4,3,89.7001184123013
2,22,13,2,5,92.43469012225079
1,22,10,6,3,99.28403281595133
3,18,24,3,3,88.6522417594979
3,12,22,6,1,100.0
1,17,5,6,3,90.20366089425798
2,18,5,7,2,100.0
3,6,21,4,5,80.08152419128652
1,13,18,5,3,100.0
1,6,5,5,5,49.18910942257135
3,14,3,2,2,73.86138484122495
2,16,8,7,4,100.0
3,7,23,1,3,60.125412765852346
2,21,3,2,3,68.79570145796549
1,7,5,5,5,57.554444430209664
2,13,19,1,1,96.88864758654123
1,4,17,7,4,81.02064352350065
2,9,17,3,1,93.07253857393822
3,6,23,6,4,80.73588528203702
1,20,11,1,5,82.65176411697863
3,8,10,4,2,82.39143620711374
1,21,10,3,4,91.19947200151014
2,10,22,1,3,70.66353777753739
1,20,2,6,5,82.90121348086252
3,16,15,6,1,100.0
3,18,2,7,3,91.00769602204822
2,22,2,3,5,71.96467840643508
2,22,8,3,5,77.4586220066662
2,2,23,3,3,43.99297937447179
3,10,13,2,3,89.2287563226036
2,11,14,5,5,100.0
1,17,6,6,5,91.68226383607794
3,3,9,3,2,54.73405522385095
3,21,3,6,4,89.00840088305857
2,1,23,5,5,51.414466781661304
3,20,10,3,2,100.0
3,11,8,6,3,94.58442930818902
2,11,6,6,4,85.67708952233693
1,22,17,7,5,100.0
1,9,12,6,2,92.066040582245
1,18,16,5,1,100.0
1,16,18,1,1,93.99155489056434
2,14,21,7,1,100.0
3,21,18,3,3,100.0
1,14,7,4,1,92.13762281826415
1,11,5,4,2,65.56885958982532
1,7,20,4,2,78.42564151653437
3,20,5,3,5,85.7588825180233
2,19,13,2,3,100.0
3,10,21,5,1,94.49074014551591
1,13,4,2,3,61.86479700171933
1,16,24,4,4,77.93731831213961
2,20,20,4,3,98.42701802175979
2,8,23,2,4,69.63359076176118
2,8,15,2,4,81.2997763670038
1,7,2,6,1,55.21662686830512
1,3,7,6,3,55.96877631531035
3,10,18,1,4,87.9898546678674
3,20,23,5,1,100.0
1,14,4,1,1,62.70758258299327
2,11,22,5,3,90.79936554790298
2,2,23,6,1,60.94225492012158
1,20,19,7,1,100.0
2,4,23,1,4,40.83673839715498
2,13,21,2,3,90.46252815663598
2,4,19,5,4,74.06552491856327
3,7,17,2,3,79.70743576397061
2,20,24,5,4,86.87167904152973
1,6,5,6,4,53.63026356450092
3,9,9,2,2,71.6611065787774
1,3,13,4,3,66.4506488270779
2,12,16,4,3,100.0
3,22,16,5,1,100.0
1,3,12,7,4,76.30990062992016
3,8,15,2,1,92.71764380418958
2,10,7,4,3,73.56761509517271
2,23,24,2,5,64.63642969108948
1,22,20,5,3,97.2859531865199
1,3,18,6,3,76.25002433635134
1,22,13,1,2,88.5288318648603
2,14,13,4,5,100.0
1,6,9,5,1,68.37191908915436
3,20,11,5,3,100.0
3,11,7,7,1,97.79136709334018
3,9,16,5,1,99.10474817492843
3,8,9,3,5,81.04208773135821
2,6,1,7,1,58.22335229180188
2,5,13,5,3,80.21223426188617
1,3,20,4,2,59.59495982433103
3,18,3,3,1,83.26853370663322
1,11,13,4,2,90.86391561288083
1,3,14,3,4,59.190442090765735
2,2,9,5,3,48.46868498802239
1,11,7,4,2,75.3884102753757
3,16,6,1,3,87.27696127932457
2,19,12,7,3,100.0
3,19,6,1,5,84.2695056917468
1,20,10,5,2,97.85232520070801
3,6,11,5,2,82.74185430968997
3,16,14,4,5,100.0
2,15,7,4,1,94.6019160226026
2,3,13,3,1,69.01111600333768
1,7,7,7,5,70.43297025516154
3,21,7,6,2,100.0
1,21,3,7,4,77.92029561782174
3,20,15,4,4,100.0
1,2,1,7,1,38.722717523225306
2,19,18,5,2,100.0
3,15,21,1,2,99.53595589396048
1,17,17,5,5,100.0
2,14,16,2,4,100.0
3,11,8,2,4,78.53901571919697
2,24,5,6,2,72.46498280020592
3,7,12,6,4,90.95804648501797
1,24,1,6,2,58.67573741727959
3,23,20,1,5,87.80359780318057
2,17,4,5,5,87.48562643879086
3,14,18,3,5,100.0
2,23,19,1,4,80.56822698253848
2,16,24,5,4,91.92822394651132
1,17,10,6,2,100.0
2,10,5,4,2,74.65389402094345
1,20,5,7,2,90.73249436920095
1,5,8,7,5,60.91041366641683
1,14,9,5,3,94.12159322469591
1,15,2,6,5,76.90834523164072
1,22,16,5,1,100.0
3,9,24,6,5,81.51490694908293
2,2,22,3,3,49.359733884079276
1,14,17,7,5,100.0
2,13,6,1,3,77.98710654956106
2,23,20,5,4,99.7932862682094
2,6,15,4,4,80.53366972397296
2,15,17,4,3,100.0
1,13,6,1,2,70.70445224712036
2,13,19,2,2,94.22337710599948
1,15,3,7,5,94.66893598513379
2,6,21,1,1,67.17903175369952
3,12,24,1,4,70.20105404828185
1,2,21,7,2,69.53976036630343
2,2,11,1,2,51.988034435246014
1,17,1,4,2,71.1480967176733
3,2,4,2,1,41.449856016968226
3,13,16,2,1,100.0
2,15,4,1,4,73.21434409911961
1,22,10,7,5,96.58648150592683
2,1,14,1,4,58.345573384842616
3,10,18,5,5,100.0
3,20,11,7,5,100.0
3,11,17,2,5,96.03534449304385
3,15,21,7,5,100.0
2,4,5,7,4,57.2971270501616
3,7,4,1,5,48.91382373964328
3,12,14,4,4,100.0
1,16,1,2,1,67.6679820583775
1,7,5,6,3,66.48874050573154
2,18,3,7,1,95.03059181813323
2,22,21,4,3,100.0
1,20,18,7,2,100.0
1,21,4,2,1,64.7297346589771
3,20,20,2,5,100.0
3,17,6,2,1,92.67677426464844
2,5,5,3,5,45.26250009533809
1,16,7,6,4,98.31003939743665
3,3,20,3,5,66.16568350433586
2,2,18,4,4,66.08049626795196
1,10,24,1,3,59.05339313958636
2,4,11,5,1,69.48645378605072
1,9,12,7,1,92.40839986888902
1,21,17,7,5,100.0
3,2,17,7,4,84.34215117195166
1,5,13,5,5,77.7708860201286
3,17,23,4,3,100.0
3,16,13,6,5,100.0
3,3,12,2,3,61.19460834367799
3,19,14,5,5,100.0
1,22,15,5,3,100.0
1,20,20,4,5,100.0
2,13,12,5,2,100.0
3,12,14,3,3,100.0
3,5,13,5,3,85.13501885549306
1,17,8,5,2,95.98647625613444
3,16,17,1,4,100.0
1,5,11,3,1,60.36863698926415
3,18,17,7,3,100.0
3,15,7,1,1,85.82743292122528
2,17,19,2,2,100.0
3,15,10,7,5,100.0
1,7,12,6,1,83.94378298252606
3,18,14,1,2,100.0
1,23,8,2,5,67.46790742761736
2,12,12,2,3,97.44433617840829
3,5,15,7,3,98.38402218802307
1,13,19,7,2,100.0
3,11,23,6,5,90.36234218827197
2,12,6,1,2,72.528045048598
1,4,12,4,4,67.89818053938319
2,22,16,2,3,99.67359791116405
2,20,23,5,3,93.55542579067063
1,24,13,6,4,86.86766511257925
2,11,12,1,1,80.97321030873152
2,3,3,1,1,27.137533663534647
2,1,17,6,3,68.50545232044536
2,8,7,6,1,77.78992959035486
1,6,13,6,5,77.89649316199656
3,17,19,6,2,100.0
2,3,5,5,4,47.21978985621021
1,14,4,5,3,81.25932340680862
1,20,1,6,3,74.31690813131809
3,12,15,5,2,100.0
1,21,17,2,4,94.50679272890848
2,5,9,5,5,71.23808743285288
2,11,9,7,3,90.72612531792117
3,16,2,2,4,70.89438078150553
2,17,16,5,4,100.0
3,13,21,4,2,100.0
1,3,14,3,4,60.54958639568623
3,22,3,4,1,77.16217793544259
2,7,16,3,3,80.72427277289196
2,6,8,4,3,68.20313472874241
1,2,24,5,3,39.388111401691766
1,1,23,6,3,55.342887778154804
3,17,22,1,4,92.6614137679517
1,14,20,5,3,100.0
2,16,16,1,1,98.9246536718267
2,19,17,2,1,100.0
2,5,19,7,5,85.12568086069227
2,12,22,4,4,87.8423324520427
1,10,23,2,2,70.68607595514773
1,19,12,6,2,100.0
1,4,13,4,4,64.34109984770069
1,5,13,7,4,87.81136629439906
2,22,10,3,1,89.76202969050098
2,9,23,7,1,89.97679618750794
2,7,14,4,4,82.45606532842343
3,9,17,6,1,100.0
2,8,10,2,5,67.14614478271791
3,4,22,7,1,78.86090839824593
3,6,13,4,5,90.32784529615418
3,6,1,4,5,47.03152573703565
2,5,13,3,3,65.28358899087756
1,23,4,4,4,61.966488954795864
3,7,8,4,3,67.82009378810739
2,11,4,2,4,62.62934491243794
3,19,2,5,2,86.86404944336759
3,6,21,1,3,73.63409709218563
2,19,16,5,5,100.0
1,7,9,3,3,64.20411797351596
1,12,6,5,3,84.52072722757202
2,19,20,7,2,100.0
2,8,24,2,1,55.67771783175528
3,1,2,6,2,44.40475613573797
2,23,19,1,4,91.2014934614883
3,3,10,3,2,62.01919108149178
2,1,21,4,4,57.60460854152267
1,13,7,2,1,79.83060532753068
2,5,5,7,1,60.1569114033041
1,11,21,7,4,100.0
3,19,2,6,4,85.26539757269737
3,19,3,4,4,86.17869464363987
1,11,18,2,4,90.15563659233052
1,22,22,7,5,93.8842824249838
2,16,20,2,5,99.52213090669346
2,3,17,7,4,83.65077648903527
3,18,8,5,3,100.0
1,4,1,6,5,37.2583226189571
1,24,15,5,4,85.23345614256984
1,22,17,3,5,92.99827588268087
1,13,24,1,2,71.68392746965556
2,7,24,7,3,71.18483940013529
3,1,22,6,5,67.09056163047062
3,12,2,3,1,68.17340293253352
3,2,2,6,3,46.16701361480053
1,22,12,2,2,88.88008051442358
3,20,6,7,5,94.55384230575994
2,8,15,6,1,97.1456013132132
1,22,12,6,3,100.0
1,8,19,2,3,78.1861693880133
3,20,14,5,5,100.0
2,19,20,2,3,97.51071846493403
3,21,14,2,2,100.0
1,2,16,3,4,58.437565295763136
2,12,20,7,4,100.0
1,10,14,5,2,94.64292479955091
1,10,23,2,2,64.78879439322222
2,22,23,7,5,92.13712706263063
2,20,8,7,3,100.0
3,15,24,7,2,99.27705348425535
2,2,9,2,3,55.105779749209894
1,2,11,5,5,54.31184126154941
1,4,19,1,5,48.5919065063872
3,17,14,3,1,100.0
1,13,5,3,5,73.05164245967323
1,6,23,2,4,53.32857122845791
3,23,15,7,5,100.0
2,7,7,6,5,73.3304697427265
1,20,24,5,3,91.95922188567039
3,18,7,3,4,96.28785752350464
2,1,9,7,5,55.199287677595
1,17,7,3,1,88.41368026460786
3,22,8,6,2,94.51748059877116
1,9,17,5,4,94.23005564954593
2,16,10,1,3,89.9880149282614
2,3,1,3,5,25.7835935235292
1,8,7,4,2,62.842702356482924
3,20,24,3,3,86.70056185780831
2,10,13,2,1,88.68141005773543
2,11,24,1,2,63.31055163631773
2,14,5,5,1,87.64219984645013
2,19,2,6,3,93.48340098487746
